cohort,genus,coral_uid,month_bin,taxon,count,present,species,cohort_label,host_cohort,taxon_label
T1,Pocillopora,12Pd5_control_T1,12,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,12Pd5_control_T1,12,alpheus,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,12Pd6_control_T1,12,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,12Pd6_control_T1,12,alpheus,4,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,12Sp1_control_T1,12,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp1_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp2_control_T1,12,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp2_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp3_control_T1,12,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp3_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp4_control_T1,12,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp4_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp6_control_T1,12,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp6_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp7_control_T1,12,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp7_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,13Sp1_control_T1,12,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,13Sp1_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,13Sp2_control_T1,12,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,13Sp2_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,14Pd1_control_T1,12,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,14Pd1_control_T1,12,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,14Pd2_control_T1,12,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,14Pd2_control_T1,12,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,14Pd4_control_T1,12,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,14Pd4_control_T1,12,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,14Pd5_control_T1,12,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,14Pd5_control_T1,12,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,14Sp1_control_T1,12,trapezia,1,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp1_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp2_control_T1,12,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp2_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp3_control_T1,12,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp3_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp4_control_T1,12,trapezia,6,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp4_control_T1,12,alpheus,4,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp5_control_T1,12,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp5_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp6_control_T1,12,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp6_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp7_control_T1,12,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp7_control_T1,12,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,1Pd1_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd1_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd10_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd10_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd2_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd2_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd3_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd3_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd4_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd4_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd5_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd5_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd6_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd6_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd7_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd7_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd8_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd8_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd9_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd9_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,1Sp1_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp1_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp10_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp10_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp2_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp2_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp3_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp3_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp4_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp4_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp5_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp5_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp7_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp7_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp8_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp8_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp9_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp9_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,5Pd1_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,5Pd1_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,5Pd2_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,5Pd2_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,5Sp1_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,5Sp1_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,5Sp2_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,5Sp2_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,6Pd1_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,6Pd1_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,6Pd2_control_T1,14,trapezia,6,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,6Pd2_control_T1,14,alpheus,4,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,6Pd3_control_T1,14,trapezia,6,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,6Pd3_control_T1,14,alpheus,4,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,6Pd4_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,6Pd4_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,6Sp2_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,6Sp2_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,6Sp3_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,6Sp3_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,6Sp4_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,6Sp4_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,6Sp5_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,6Sp5_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,7Pd1_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,7Pd1_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,7Sp1_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,7Sp1_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,8Pd1_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,8Pd1_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,8Pd2_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,8Pd2_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,8Pd3_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,8Pd3_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,8Pd4_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,8Pd4_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,8Sp1_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,8Sp1_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,8Sp6_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,8Sp6_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,8Sp7_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,8Sp7_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,12Pd1_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,12Pd1_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,12Pd2_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,12Pd2_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,12Pd3_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,12Pd3_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,12Pd4_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,12Pd4_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,12Pd5_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,12Pd5_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,12Pd6_control_T1,14,trapezia,6,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,12Pd6_control_T1,14,alpheus,4,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,12Sp1_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp1_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp3_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp3_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp4_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp4_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp6_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp6_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,12Sp7_control_T1,14,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,12Sp7_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,13Sp1_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,13Sp1_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,13Sp2_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,13Sp2_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,14Pd1_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,14Pd1_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,14Pd2_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,14Pd2_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,14Pd4_control_T1,14,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,14Pd4_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,14Pd5_control_T1,14,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,14Pd5_control_T1,14,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,14Sp1_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp1_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp2_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp2_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp3_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp3_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp4_control_T1,14,trapezia,6,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp4_control_T1,14,alpheus,4,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp5_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp5_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,14Sp7_control_T1,14,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,14Sp7_control_T1,14,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Pocillopora,1Pd1_control_T1,16,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd1_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd10_control_T1,16,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd10_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd2_control_T1,16,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd2_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd3_control_T1,16,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd3_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd4_control_T1,16,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd4_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd5_control_T1,16,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd5_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd6_control_T1,16,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd6_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd7_control_T1,16,trapezia,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd7_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd8_control_T1,16,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd8_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Pocillopora,1Pd9_control_T1,16,trapezia,2,1,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Trapezia*
T1,Pocillopora,1Pd9_control_T1,16,alpheus,0,0,*Pocillopora favosa*,N1,*Pocillopora favosa* - N1,*Alpheus*
T1,Stylophora,1Sp1_control_T1,16,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp1_control_T1,16,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp10_control_T1,16,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp10_control_T1,16,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp2_control_T1,16,trapezia,2,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp2_control_T1,16,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp4_control_T1,16,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp4_control_T1,16,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp5_control_T1,16,trapezia,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp5_control_T1,16,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
T1,Stylophora,1Sp7_control_T1,16,trapezia,1,1,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Trapezia*
T1,Stylophora,1Sp7_control_T1,16,alpheus,0,0,*Stylophora pistillata*,N1,*Stylophora pistillata* - N1,*Alpheus*
